"morphotype" "amount" "plot" "tree" "date" "adult.larvae" "family"
"1518" "hemi017" 4 "w1g6p2" "piptar" "" "" "hemi"
"1519" "hemi014" 2 "w1g6p2" "piptar" "" "" "hemi"
"1520" "hemi018" 1 "w1g6p2" "piptar" "" "" "hemi"
"1521" "hemi068" 1 "w1g6p2" "piptar" "" "" "hemi"
"1522" "hemi038" 1 "w1g6p2" "piptar" "" "" "hemi"
"1523" "hemi001" 6 "w1g6p2" "melamu" "" "" "hemi"
"1524" "hemi018" 1 "w1g6p2" "melamu" "" "" "hemi"
"1525" "hemi014" 1 "w1g6p2" "melamu" "" "" "hemi"
"1526" "hemi001" 1 "w1g6p2" "melamu" "" "" "hemi"
"1527" "hemi055" 1 "w1g6p2" "melamu" "" "" "hemi"
"1528" "hemi016" 1 "w1g6p2" "melamu" "" "" "hemi"
"1529" "homo016" 1 "w1g6p2" "melamu" "" "" "homo"
"1530" "homo004" 70 "w1g6p2" "melamu" "" "" "homo"
"1531" "homo004" 61 "w1g6p2" "piptar" "" "" "homo"
"1532" "homo009" 3 "w1g6p2" "piptar" "" "" "homo"
"1533" "hemi049" 1 "w1g6p2" "piptar" "" "" "hemi"
"1534" "hemi063" 1 "w1g6p2" "piptar" "" "" "hemi"
"1535" "hemi001" 1 "w1g6p4" "breyce" "" "" "hemi"
"1536" "hemi072" 1 "w1g6p4" "breyce" "" "" "hemi"
"1537" "homo004" 1 "w1g6p4" "breyce" "" "" "homo"
"1538" "homo004" 1 "w1g6p4" "piptar" "" "" "homo"
"1539" "homo008" 1 "w1g6p4" "piptar" "" "" "homo"
"1540" "homo011" 1 "w1g6p4" "piptar" "" "" "homo"
"1541" "hemi014" 1 "w1g6p4" "piptar" "" "" "hemi"
"1542" "hemi017" 1 "w1g6p4" "piptar" "" "" "hemi"
"1543" "hemi072" 1 "w1g6p4" "piptar" "" "" "hemi"
"1544" "hemi001" 4 "w1g6p4" "tricpl" "" "" "hemi"
"1545" "hemi002" 1 "w1g6p4" "tricpl" "" "" "hemi"
"1546" "hemi020" 1 "w1g6p4" "tricpl" "" "" "hemi"
"1547" "homo004" 2 "w1g6p4" "tricpl" "" "" "homo"
"1548" "homo004" 5 "w1g6p4" "tricpl" "" "" "homo"
"1549" "homo002" 1 "w1g6p4" "tricpl" "" "" "homo"
"1550" "hemi001" 3 "w1g6p4" "tricpl" "" "" "hemi"
"1551" "hemi002" 1 "w1g6p4" "tricpl" "" "" "hemi"
"1552" "hemi011" 2 "w1g6p4" "tricpl" "" "" "hemi"
"1553" "hemi012" 3 "w1g6p4" "tricpl" "" "" "hemi"
"1554" "hemi001" 1 "w1g4p5" "melos1" "" "" "hemi"
"1555" "hemi011" 6 "w1g4p5" "melos1" "" "" "hemi"
"1556" "hemi012" 4 "w1g4p5" "melos1" "" "" "hemi"
"1557" "hemi045" 2 "w1g4p5" "melos1" "" "" "hemi"
"1558" "hemi039" 1 "w1g4p5" "melos1" "" "" "hemi"
"1559" "hemi076" 1 "w1g4p5" "melos1" "" "" "hemi"
"1560" "hemi077" 1 "w1g4p5" "melos1" "" "" "hemi"
"1561" "homo003" 3 "w1g4p5" "melos1" "" "" "homo"
"1562" "homo005" 1 "w1g4p5" "melos1" "" "" "homo"
"1563" "hemi001" 1 "w1g4p5" "manies" "" "" "hemi"
"1564" "hemi012" 1 "w1g4p5" "manies" "" "" "hemi"
"1565" "hemi001" 15 "w1g6p1" "tremor" "" "" "hemi"
"1566" "hemi002" 1 "w1g6p1" "tremor" "" "" "hemi"
"1567" "hemi038" 1 "w1g6p1" "tremor" "" "" "hemi"
"1568" "hemi034" 1 "w1g6p1" "tremor" "" "" "hemi"
"1569" "homo004" 2 "w1g6p1" "tremor" "" "" "homo"
"1570" "homo004" 19 "w1g6p1" "piptar" "" "" "homo"
"1571" "homo016" 1 "w1g6p1" "piptar" "" "" "homo"
"1572" "homo009" 7 "w1g6p1" "piptar" "" "" "homo"
"1573" "hemi006" 1 "w1g6p1" "piptar" "" "" "hemi"
"1574" "hemi017" 1 "w1g6p1" "piptar" "" "" "hemi"
"1575" "homo004" 2 "w1g1p1" "macaqu" "" "" "homo"
"1576" "homo001" 20 "w1g1p1" "macaqu" "" "" "homo"
"1577" "homo005" 8 "w1g1p1" "macaqu" "" "" "homo"
"1578" "homo012" 14 "w1g1p1" "macaqu" "" "" "homo"
"1579" "homo019" 1 "w1g1p1" "trems1" "" "" "homo"
"1580" "homo001" 1 "w1g1p1" "trems1" "" "" "homo"
"1581" "homo005" 1 "w1g1p1" "trems1" "" "" "homo"
"1582" "homo011" 4 "w1g1p1" "trems1" "" "" "homo"
"1583" "hemi001" 1 "w1g1p1" "trems1" "" "" "hemi"
"1584" "homo022" 1 "w1g1p1" "commba" "" "" "homo"
"1585" "homo004" 1 "w1g1p1" "commba" "" "" "homo"
"1586" "homo002" 1 "w1g1p1" "commba" "" "" "homo"
"1587" "homo005" 1 "w1g1p1" "commba" "" "" "homo"
"1588" "homo012" 2 "w1g1p1" "commba" "" "" "homo"
"1589" "hemi006" 3 "w1g1p1" "commba" "" "" "hemi"
"1590" "hemi001" 8 "w1g4p1" "melamu" "" "" "hemi"
"1591" "hemi044" 1 "w1g4p1" "melamu" "" "" "hemi"
"1592" "hemi012" 17 "w1g4p1" "melamu" "" "" "hemi"
"1593" "hemi011" 9 "w1g4p1" "melamu" "" "" "hemi"
"1594" "hemi010" 3 "w1g4p1" "melamu" "" "" "hemi"
"1595" "hemi009" 6 "w1g4p1" "melamu" "" "" "hemi"
"1596" "hemi008" 10 "w1g4p1" "melamu" "" "" "hemi"
"1597" "hemi011" 1 "w1g4p1" "tricpl" "" "" "hemi"
"1598" "homo004" 2 "w1g4p1" "tricpl" "" "" "homo"
"1599" "homo004" 3 "w1g4p1" "melos1" "" "" "homo"
"1600" "homo003" 3 "w1g4p1" "melos1" "" "" "homo"
"1601" "homo013" 1 "w1g4p1" "melos1" "" "" "homo"
"1602" "homo014" 1 "w1g4p1" "melos1" "" "" "homo"
"1603" "homo023" 1 "w1g4p1" "melos1" "" "" "homo"
"1604" "hemi078" 1 "w1g4p1" "melos1" "" "" "hemi"
"1605" "hemi003" 3 "w1g4p1" "melos1" "" "" "hemi"
"1606" "hemi001" 20 "w1g4p1" "melos1" "" "" "hemi"
"1607" "hemi008" 14 "w1g4p1" "melos1" "" "" "hemi"
"1608" "hemi009" 23 "w1g4p1" "melos1" "" "" "hemi"
"1609" "hemi011" 12 "w1g4p1" "melos1" "" "" "hemi"
"1610" "hemi012" 20 "w1g4p1" "melos1" "" "" "hemi"
"1611" "hemi018" 1 "w1g4p1" "melos1" "" "" "hemi"
"1612" "hemi023" 5 "w1g4p1" "melos1" "" "" "hemi"
"1613" "hemi044" 1 "w1g4p1" "melos1" "" "" "hemi"
"1614" "hemi039" 2 "w1g4p1" "melos1" "" "" "hemi"
"1615" "hemi005" 1 "w1g4p1" "melos1" "" "" "hemi"
"1616" "hemi051" 1 "w1g4p1" "melos1" "" "" "hemi"
"1617" "hemi028" 1 "w1g4p1" "melos1" "" "" "hemi"
"1618" "hemi077" 2 "w1g4p1" "melos1" "" "" "hemi"
"1619" "hemi021" 1 "w1g4p1" "melos1" "" "" "hemi"
"1620" "hemi079" 1 "w1g4p1" "melos1" "" "" "hemi"
"1621" "hemi011" 1 "w1g5p1" "prems1" "" "" "hemi"
"1622" "hemi035" 1 "w1g5p1" "prems1" "" "" "hemi"
"1623" "hemi012" 1 "w1g5p1" "breyce" "" "" "hemi"
"1624" "hemi080" 1 "w1g5p1" "prems1" "" "" "hemi"
"1625" "hemi023" 1 "w1g5p1" "tricpl" "" "" "hemi"
"1626" "hemi001" 1 "w1g5p1" "tricpl" "" "" "hemi"
"1627" "hemi009" 1 "w1g5p1" "tricpl" "" "" "hemi"
"1628" "hemi006" 3 "w1g5p1" "tricpl" "" "" "hemi"
"1629" "homo003" 1 "w1g5p1" "tricpl" "" "" "homo"
"1630" "homo012" 2 "w1g5p1" "tricpl" "" "" "homo"
"1631" "homo013" 1 "w1g5p1" "tricpl" "" "" "homo"
"1632" "homo003" 1 "w1g5p1" "tremor" "" "" "homo"
"1633" "homo021" 2 "w1g5p1" "tremor" "" "" "homo"
"1634" "homo010" 1 "w1g5p1" "tremor" "" "" "homo"
"1635" "hemi006" 1 "w1g5p1" "tremor" "" "" "hemi"
"1636" "hemi001" 2 "w1g5p1" "tremor" "" "" "hemi"
"1637" "hemi002" 3 "w1g5p1" "tremor" "" "" "hemi"
"1638" "hemi023" 1 "w1g5p1" "tremor" "" "" "hemi"
"1639" "hemi030" 1 "w1g5p1" "tremor" "" "" "hemi"
"1640" "hemi039" 1 "w1g5p1" "tremor" "" "" "hemi"
"1641" "hemi032" 1 "w1g5p1" "tremor" "" "" "hemi"
"1642" "hemi028" 3 "w1g5p1" "tremor" "" "" "hemi"
"1643" "homo021" 1 "w1g5p1" "melamu" "" "" "homo"
"1644" "homo005" 1 "w1g5p1" "melamu" "" "" "homo"
"1645" "homo012" 1 "w1g5p1" "melamu" "" "" "homo"
"1646" "homo003" 1 "w1g5p1" "melamu" "" "" "homo"
"1647" "homo013" 1 "w1g5p1" "melamu" "" "" "homo"
"1648" "homo004" 10 "w1g5p1" "melamu" "" "" "homo"
"1649" "homo002" 1 "w1g5p1" "melamu" "" "" "homo"
"1650" "hemi001" 3 "w1g5p1" "melamu" "" "" "hemi"
"1651" "hemi008" 20 "w1g5p1" "melamu" "" "" "hemi"
"1652" "hemi009" 6 "w1g5p1" "melamu" "" "" "hemi"
"1653" "hemi011" 46 "w1g5p1" "melamu" "" "" "hemi"
"1654" "hemi012" 56 "w1g5p1" "melamu" "" "" "hemi"
"1655" "hemi039" 4 "w1g5p1" "melamu" "" "" "hemi"
"1656" "hemi020" 1 "w1g5p1" "melamu" "" "" "hemi"
"1657" "hemi028" 7 "w1g5p1" "melamu" "" "" "hemi"
"1658" "hemi039" 1 "w1g3p6" "pipead" "" "" "hemi"
"1659" "hemi011" 1 "w1g3p6" "manies" "" "" "hemi"
"1660" "homo004" 6 "w1g3p6" "manies" "" "" "homo"
"1661" "homo004" 6 "w1g3p6" "ficuco" "" "" "homo"
"1662" "homo021" 1 "w1g3p6" "ficuco" "" "" "homo"
"1663" "homo011" 1 "w1g3p6" "ficuco" "" "" "homo"
"1664" "hemi012" 1 "w1g3p6" "ficuco" "" "" "hemi"
"1665" "hemi023" 1 "w1g3p6" "ficuco" "" "" "hemi"
"1666" "hemi013" 1 "w1g3p6" "ficuco" "" "" "hemi"
"1667" "hemi001" 2 "w1g3p6" "melamu" "" "" "hemi"
"1668" "hemi002" 1 "w1g3p6" "melamu" "" "" "hemi"
"1669" "hemi008" 6 "w1g3p6" "melamu" "" "" "hemi"
"1670" "hemi018" 2 "w1g3p6" "melamu" "" "" "hemi"
"1671" "hemi039" 15 "w1g3p6" "melamu" "" "" "hemi"
"1672" "hemi028" 5 "w1g3p6" "melamu" "" "" "hemi"
"1673" "hemi081" 3 "w1g3p6" "melamu" "" "" "hemi"
"1674" "hemi025" 1 "w1g3p6" "melamu" "" "" "hemi"
"1675" "homo003" 1 "w1g3p6" "melamu" "" "" "homo"
"1676" "homo004" 6 "w1g3p6" "melamu" "" "" "homo"
"1677" "homo004" 11 "w1g3p6" "piptar" "" "" "homo"
"1678" "homo009" 16 "w1g3p6" "piptar" "" "" "homo"
"1679" "homo012" 2 "w1g3p6" "piptar" "" "" "homo"
"1680" "homo005" 1 "w1g3p6" "piptar" "" "" "homo"
"1681" "hemi081" 25 "w1g3p6" "piptar" "" "" "hemi"
"1682" "hemi006" 9 "w1g3p6" "piptar" "" "" "hemi"
"1683" "hemi017" 6 "w1g3p6" "piptar" "" "" "hemi"
"1684" "hemi002" 9 "w1g3p6" "piptar" "" "" "hemi"
"1685" "hemi035" 5 "w1g3p6" "piptar" "" "" "hemi"
"1686" "hemi002" 1 "w1g3p6" "macabi" "" "" "hemi"
"1687" "hemi031" 1 "w1g3p6" "macabi" "" "" "hemi"
"1688" "hemi082" 1 "w1g3p6" "macabi" "" "" "hemi"
"1689" "hemi082" 1 "w1g3p6" "melamu" "" "" "hemi"
"1690" "hemi018" 1 "w1g3p6" "macabi" "" "" "hemi"
"1691" "hemi039" 1 "w1g3p6" "macabi" "" "" "hemi"
"1692" "hemi006" 2 "w1g3p6" "macabi" "" "" "hemi"
"1693" "homo024" 1 "w1g3p6" "macabi" "" "" "homo"
"1694" "homo004" 6 "w1g3p6" "macabi" "" "" "homo"
"1695" "homo009" 2 "w1g3p6" "macabi" "" "" "homo"
"1696" "homo008" 1 "w1g3p6" "macabi" "" "" "homo"
"1697" "hemi044" 1 "w1g3p6" "macabi" "" "" "hemi"
"1698" "hemi011" 1 "w1g3p6" "piptar" "" "" "hemi"
"1699" "hemi009" 2 "w1g3p6" "piptar" "" "" "hemi"
"1700" "hemi036" 2 "w1g3p6" "piptar" "" "" "hemi"
"1701" "hemi018" 5 "w1g3p6" "piptar" "" "" "hemi"
"1702" "hemi045" 1 "w1g3p6" "piptar" "" "" "hemi"
"1703" "hemi044" 1 "w1g3p6" "piptar" "" "" "hemi"
"1704" "hemi014" 4 "w1g3p6" "piptar" "" "" "hemi"
"1705" "hemi039" 2 "w1g3p6" "piptar" "" "" "hemi"
"1706" "hemi023" 1 "w1g3p6" "piptar" "" "" "hemi"
"1707" "hemi084" 1 "w1g3p6" "piptar" "" "" "hemi"
"1708" "hemi020" 2 "w1g3p6" "piptar" "" "" "hemi"
"1709" "hemi028" 1 "w1g3p6" "piptar" "" "" "hemi"
"1710" "hemi085" 1 "w1g3p6" "piptar" "" "" "hemi"
"1711" "homo023" 1 "w1g3p6" "piptar" "" "" "homo"
"1712" "homo004" 98 "w1g3p5" "piptar" "" "" "homo"
"1713" "homo006" 2 "w1g3p5" "piptar" "" "" "homo"
"1714" "homo011" 3 "w1g3p5" "piptar" "" "" "homo"
"1715" "homo009" 1 "w1g3p5" "piptar" "" "" "homo"
"1716" "hemi001" 15 "w1g3p5" "piptar" "" "" "hemi"
"1717" "hemi006" 8 "w1g3p5" "piptar" "" "" "hemi"
"1718" "hemi035" 1 "w1g3p5" "piptar" "" "" "hemi"
"1719" "hemi014" 12 "w1g3p5" "piptar" "" "" "hemi"
"1720" "hemi017" 4 "w1g3p5" "piptar" "" "" "hemi"
"1721" "hemi081" 8 "w1g3p5" "piptar" "" "" "hemi"
"1722" "hemi039" 1 "w1g3p5" "piptar" "" "" "hemi"
"1723" "hemi009" 1 "w1g3p5" "piptar" "" "" "hemi"
"1724" "hemi013" 1 "w1g3p5" "piptar" "" "" "hemi"
"1725" "hemi021" 1 "w1g3p5" "piptar" "" "" "hemi"
"1726" "hemi047" 1 "w1g3p5" "piptar" "" "" "hemi"
"1727" "hemi037" 3 "w1g3p5" "piptar" "" "" "hemi"
"1728" "hemi006" 20 "w1g2p4" "piptar" "" "" "hemi"
"1729" "homo011" 2 "w1g2p4" "piptar" "" "" "homo"
"1730" "homo002" 1 "w1g2p4" "piptar" "" "" "homo"
"1731" "homo004" 23 "w1g2p4" "piptar" "" "" "homo"
"1732" "homo006" 1 "w1g2p4" "piptar" "" "" "homo"
"1733" "homo003" 1 "w1g4p4" "melos1" "" "" "homo"
"1734" "hemi001" 8 "w1g4p4" "melos1" "" "" "hemi"
"1735" "hemi003" 1 "w1g4p4" "melos1" "" "" "hemi"
"1736" "hemi023" 1 "w1g4p4" "melos1" "" "" "hemi"
"1737" "hemi039" 38 "w1g4p4" "melos1" "" "" "hemi"
"1738" "hemi012" 3 "w1g4p4" "melos1" "" "" "hemi"
"1739" "hemi008" 2 "w1g4p4" "melos1" "" "" "hemi"
"1740" "hemi009" 4 "w1g4p4" "melos1" "" "" "hemi"
"1741" "hemi010" 1 "w1g4p4" "melos1" "" "" "hemi"
"1742" "hemi036" 1 "w1g4p4" "melos1" "" "" "hemi"
"1743" "hemi045" 1 "w1g4p4" "melos1" "" "" "hemi"
"1744" "hemi030" 1 "w1g4p4" "melos1" "" "" "hemi"
"1745" "hemi076" 2 "w1g4p4" "melos1" "" "" "hemi"
"1746" "hemi028" 6 "w1g4p4" "melos1" "" "" "hemi"
"1747" "hemi025" 7 "w1g4p4" "melos1" "" "" "hemi"
"1748" "hemi051" 2 "w1g4p4" "melos1" "" "" "hemi"
"1749" "hemi016" 1 "w1g4p4" "melos1" "" "" "hemi"
"1750" "hemi030" 1 "w1g4p4" "melos1" "" "" "hemi"
"1751" "hemi028" 1 "w1g4p4" "melos1" "" "" "hemi"
"1752" "homo003" 1 "w1g4p4" "melos1" "" "" "homo"
"1753" "homo004" 3 "w1g3p3" "costsp" "" "" "homo"
"1754" "homo006" 1 "w1g3p3" "costsp" "" "" "homo"
"1755" "homo025" 1 "w1g3p3" "costsp" "" "" "homo"
"1756" "hemi081" 1 "w1g3p3" "costsp" "" "" "hemi"
"1757" "hemi018" 3 "w1g3p3" "costsp" "" "" "hemi"
"1758" "hemi014" 3 "w1g3p3" "costsp" "" "" "hemi"
"1759" "hemi087" 2 "w1g3p3" "costsp" "" "" "hemi"
"1760" "homo008" 1 "w1g3p3" "ficuco" "" "" "homo"
"1761" "homo004" 15 "w1g3p3" "melamu" "" "" "homo"
"1762" "homo005" 1 "w1g3p3" "melamu" "" "" "homo"
"1763" "hemi003" 3 "w1g3p3" "melamu" "" "" "hemi"
"1764" "hemi016" 1 "w1g3p3" "melamu" "" "" "hemi"
"1765" "hemi081" 2 "w1g3p3" "melamu" "" "" "hemi"
"1766" "hemi008" 1 "w1g3p3" "melamu" "" "" "hemi"
"1767" "hemi011" 1 "w1g3p3" "melamu" "" "" "hemi"
"1768" "hemi087" 1 "w1g3p3" "piptar" "" "" "hemi"
"1769" "hemi009" 1 "w1g3p3" "piptar" "" "" "hemi"
"1770" "hemi083" 1 "w1g3p3" "piptar" "" "" "hemi"
"1771" "hemi006" 1 "w1g3p3" "piptar" "" "" "hemi"
"1772" "hemi023" 2 "w1g3p3" "piptar" "" "" "hemi"
"1773" "hemi002" 20 "w1g3p3" "piptar" "" "" "hemi"
"1774" "hemi014" 27 "w1g3p3" "piptar" "" "" "hemi"
"1775" "hemi081" 38 "w1g3p3" "piptar" "" "" "hemi"
"1776" "hemi017" 13 "w1g3p3" "piptar" "" "" "hemi"
"1777" "hemi018" 8 "w1g3p3" "piptar" "" "" "hemi"
"1778" "hemi001" 4 "w1g3p3" "piptar" "" "" "hemi"
"1779" "homo004" 20 "w1g3p3" "piptar" "" "" "homo"
"1780" "homo003" 5 "w1g3p3" "piptar" "" "" "homo"
"1781" "homo005" 2 "w1g3p3" "piptar" "" "" "homo"
"1782" "homo006" 6 "w1g3p3" "piptar" "" "" "homo"
"1783" "homo007" 1 "w1g3p3" "piptar" "" "" "homo"
"1784" "homo009" 4 "w1g3p3" "piptar" "" "" "homo"
"1785" "homo008" 3 "w1g3p3" "piptar" "" "" "homo"
"1786" "hemi072" 1 "w1g3p3" "piptar" "" "" "hemi"
"1787" "hemi047" 3 "w1g3p3" "piptar" "" "" "hemi"
"1788" "hemi004" 2 "w1g3p3" "piptar" "" "" "hemi"
"1789" "hemi021" 4 "w1g3p3" "piptar" "" "" "hemi"
"1790" "hemi079" 1 "w1g3p3" "piptar" "" "" "hemi"
"1791" "hemi020" 1 "w1g3p3" "piptar" "" "" "hemi"
"1792" "hemi060" 1 "w1g3p3" "piptar" "" "" "hemi"
"1793" "hemi088" 1 "w1g3p3" "piptar" "" "" "hemi"
"1794" "mant001" 3 "w1g3p5" "piptar" "a" "" "mant"
"1795" "mant002" 1 "w1g3p5" "piptar" "l" "" "mant"
"1796" "mant003" 1 "w1g3p3" "piptar" "l" "" "mant"
"1797" "mant001" 5 "w1g3p3" "piptar" "l" "" "mant"
"1798" "mant002" 1 "w1g3p3" "piptar" "l" "" "mant"
"1799" "mant002" 1 "w1g3p6" "piptar" "l" "" "mant"
"1800" "mant001" 4 "w1g3p6" "piptar" "l" "" "mant"
"1801" "mant004" 1 "w1g3p6" "piptar" "l" "" "mant"
"1802" "mant005" 1 "w1g6p6" "piptar" "l" "" "mant"
"1803" "mant006" 1 "w1g6p6" "breyce" "l" "" "mant"
"1804" "mant001" 1 "w1g1p1" "macaqu" "l" "" "mant"
"1805" "mant002" 1 "w1g1p1" "macaqu" "l" "" "mant"
"1806" "mant003" 2 "w1g1p1" "macaqu" "l" "" "mant"
"1807" "mant001" 7 "w1g1p1" "trems1" "l" "" "mant"
"1808" "mant002" 4 "w1g1p1" "trems1" "l" "" "mant"
"1809" "mant006" 1 "w1g1p1" "trems1" "l" "" "mant"
"1810" "mant007" 3 "w1g1p1" "trems1" "l" "" "mant"
"1811" "mant008" 1 "w1g1p1" "trems1" "a" "" "mant"
"1812" "mant001" 7 "w1g1p1" "commba" "l" "" "mant"
"1813" "mant003" 2 "w1g1p1" "commba" "l" "" "mant"
"1814" "mant005" 1 "w1g1p1" "commba" "l" "" "mant"
"1815" "mant001" 5 "w1g4p4" "melos1" "l" "" "mant"
"1816" "mant007" 1 "w1g4p4" "melos1" "l" "" "mant"
"1817" "mant005" 1 "w1g4p4" "melos1" "l" "" "mant"
"1818" "mant001" 1 "w1g5p1" "melamu" "l" "" "mant"
"1819" "mant007" 1 "w1g5p1" "melamu" "l" "" "mant"
"1820" "mant009" 1 "w1g5p1" "tricpl" "l" "" "mant"
"1821" "mant001" 1 "w1g5p1" "tricpl" "l" "" "mant"
"1822" "mant006" 1 "w1g5p1" "breyce" "l" "" "mant"
"1823" "mant001" 1 "w1g5p1" "tremor" "l" "" "mant"
"1824" "mant001" 32 "w1g2p4" "piptar" "l" "" "mant"
"1825" "mant003" 2 "w1g2p4" "piptar" "l" "" "mant"
"1826" "mant006" 1 "w1g2p4" "piptar" "l" "" "mant"
"1827" "mant005" 2 "w1g2p4" "piptar" "l" "" "mant"
"1828" "mant007" 1 "w1g2p4" "piptar" "l" "" "mant"
"1829" "mant010" 1 "w1g2p4" "piptar" "l" "" "mant"
"1830" "mant001" 4 "w1g6p1" "piptar" "l" "" "mant"
"1831" "mant003" 2 "w1g1p5" "melamu" "l" "" "mant"
"1832" "mant001" 1 "w1g1p5" "melamu" "l" "" "mant"
"1833" "mant003" 1 "w1g1p5" "ficuhi" "l" "" "mant"
"1834" "mant011" 1 "w1g1p5" "ficuhi" "l" "" "mant"
"1835" "mant011" 2 "w1g1p5" "piptar" "l" "" "mant"
"1836" "mant001" 4 "w1g1p5" "piptar" "l" "" "mant"
"1837" "mant003" 1 "w1g1p5" "piptar" "l" "" "mant"
"1838" "aran009" 1 "w1g1p5" "trems1" "l" "" "aran"
"1839" "mant001" 14 "w1g1p5" "trems1" "l" "" "mant"
"1840" "mant002" 2 "w1g1p5" "trems1" "l" "" "mant"
"1841" "mant003" 6 "w1g1p5" "trems1" "l" "" "mant"
"1842" "mant006" 3 "w1g1p5" "trems1" "l" "" "mant"
"1843" "mant011" 5 "w1g1p5" "trems1" "l" "" "mant"
"1844" "hemi011" 1 "w1g4p1" "manies" "l" "" "hemi"
"1845" "mant001" 5 "w1g4p5" "melos1" "l" "" "mant"
"1846" "mant004" 1 "w1g4p5" "manies" "l" "" "mant"
"1847" "mant001" 1 "w1g6p2" "breyce" "l" "" "mant"
"1848" "mant007" 24 "w1g6p2" "tricpl" "l" "" "mant"
"1849" "mant007" 18 "w1g6p2" "melamu" "l" "" "mant"
"1850" "mant006" 1 "w1g6p2" "tremor" "l" "" "mant"
"1851" "mant001" 8 "w1g6p2" "piptar" "l" "" "mant"
"1852" "mant007" 43 "w1g6p2" "piptar" "l" "" "mant"
"1853" "mant012" 1 "w1g6p2" "piptar" "l" "" "mant"
"1854" "mant007" 2 "w1g5p4" "piptar" "l" "" "mant"
"1855" "mant001" 1 "w1g5p2" "piptar" "l" "" "mant"
"1856" "mant002" 1 "w1g5p2" "piptar" "l" "" "mant"
"1857" "mant002" 1 "w1g5p2" "trems1" "l" "" "mant"
"1858" "mant001" 1 "w1g5p2" "trems1" "l" "" "mant"
"1859" "mant007" 2 "w1g5p2" "trems1" "l" "" "mant"
"1860" "mant007" 1 "w1g5p2" "melamu" "l" "" "mant"
"1861" "mant002" 3 "w1g5p2" "melamu" "l" "" "mant"
"1862" "mant001" 2 "w1g5p2" "melamu" "l" "" "mant"
"1863" "mant002" 1 "w1g3p1" "melamu" "l" "" "mant"
"1864" "mant001" 11 "w1g3p1" "piptar" "l" "" "mant"
"1865" "mant003" 4 "w1g3p1" "piptar" "l" "" "mant"
"1866" "mant001" 1 "w1g3p2" "piptar" "l" "" "mant"
"1867" "mant006" 2 "w1g6p5" "tricpl" "l" "" "mant"
"1868" "mant012" 1 "w1g6p5" "tricpl" "l" "" "mant"
"1869" "mant013" 1 "w1g6p5" "tremor" "l" "" "mant"
"1870" "hemi020" 1 "w1g6p5" "piptar" "l" "" "hemi"
"1871" "mant001" 2 "w1g6p5" "piptar" "l" "" "mant"
"1872" "mant004" 1 "w1g6p5" "piptar" "l" "" "mant"
"1873" "mant003" 1 "w1g6p5" "piptar" "l" "" "mant"
"1874" "mant010" 1 "w1g6p5" "piptar" "l" "" "mant"
"1875" "mant001" 3 "w1g3p4" "piptar" "l" "" "mant"
"1876" "mant004" 1 "w1g3p4" "piptar" "l" "" "mant"
"1877" "mant001" 1 "w1g2p5" "piptar" "l" "" "mant"
"1878" "mant003" 1 "w1g2p1" "melamu" "l" "" "mant"
"1879" "mant010" 1 "w1g2p1" "melamu" "l" "" "mant"
"1880" "aran009" 1 "w1g2p6" "cordte" "l" "" "aran"
"1881" "aran001" 1 "w1g2p6" "cordte" "l" "" "aran"
"1882" "aran104" 1 "w1g2p6" "cordte" "l" "" "aran"
"1883" "mant002" 1 "w1g2p6" "melamu" "l" "" "mant"
"1884" "mant002" 1 "w1g2p6" "piptar" "l" "" "mant"
"1885" "mant007" 3 "w1g1p2" "mimodi" "l" "" "mant"
"1886" "mant001" 1 "w1g1p2" "trems1" "l" "" "mant"
"1887" "mant001" 6 "w1g1p4" "trems1" "l" "" "mant"
"1888" "mant002" 1 "w1g1p4" "trems1" "l" "" "mant"
"1889" "mant003" 1 "w1g1p4" "trems1" "l" "" "mant"
"1890" "mant001" 5 "w1g1p4" "piptar" "l" "" "mant"
"1891" "mant002" 3 "w1g1p4" "piptar" "l" "" "mant"
"1892" "mant003" 2 "w1g1p4" "commba" "l" "" "mant"
"1893" "mant006" 1 "w1g1p4" "commba" "l" "" "mant"
"1894" "mant001" 3 "w1g1p4" "commba" "l" "" "mant"
"1895" "mant008" 1 "w1g1p4" "commba" "l" "" "mant"
"1896" "mant011" 1 "w1g1p4" "commba" "l" "" "mant"
"1897" "mant002" 2 "w1g2p3" "tremor" "l" "" "mant"
"1898" "mant010" 1 "w1g2p3" "tremor" "l" "" "mant"
"1899" "mant002" 1 "w1g4p3" "melamu" "l" "" "mant"
"1900" "mant009" 1 "w1g6p3" "macaal" "l" "" "mant"
"1901" "mant005" 2 "w1g6p3" "tremor" "l" "" "mant"
"1902" "mant004" 1 "w1g6p3" "tremor" "l" "" "mant"
"1903" "mant013" 1 "w1g6p3" "tremor" "a" "" "mant"
"1904" "mant002" 1 "w1g6p3" "macata" "l" "" "mant"
"1905" "mant002" 1 "w1g6p3" "breyce" "l" "" "mant"
"1906" "mant002" 7 "w1g6p3" "piptar" "l" "" "mant"
"1907" "mant001" 1 "w1g6p3" "piptar" "l" "" "mant"
"1908" "mant004" 4 "w1g6p3" "piptar" "l" "" "mant"
"1909" "mant001" 2 "w1g1p3" "tricpl" "l" "" "mant"
"1910" "mant011" 1 "w1g1p3" "tricpl" "l" "" "mant"
"1911" "mant001" 1 "w1g1p3" "piptar" "l" "" "mant"
"1912" "mant005" 1 "w1g1p3" "piptar" "l" "" "mant"
