"morphotype" "no" "size" "scale" "scl" "notes" "NA" "nscl" "rsize"
"1341" "hemi006" 14 5 "1 cm" 1 "" "hemi" 10 0.5
"1342" "hemi006" 15 5.2 "1 cm" 1 "" "hemi" 10 0.52
"1343" "hemi006" 16 5 "1 cm" 1 "" "hemi" 10 0.5
"1344" "hemi006" 17 7.5 "" 0.5 "" "hemi" 20 0.375
"1345" "hemi006" 18 5.2 "1 cm" 1 "" "hemi" 10 0.52
"1346" "hemi006" 19 5 "1 cm" 1 "" "hemi" 10 0.5
"1347" "hemi006" 20 8 "" 0.5 "" "hemi" 20 0.4
"1348" "hemi007" 1 8.4 "" 0.5 "" "hemi" 20 0.42
"1349" "hemi007" 2 9.5 "" 0.5 "" "hemi" 20 0.475
"1350" "hemi007" 3 10.1 "" 0.5 "" "hemi" 20 0.505
"1351" "hemi008" 1 7 "" 0.5 "" "hemi" 20 0.35
"1352" "hemi008" 2 7.5 "" 0.5 "" "hemi" 20 0.375
"1353" "hemi008" 3 5.2 "" 0.5 "" "hemi" 20 0.26
"1354" "hemi008" 4 7.1 "" 0.5 "" "hemi" 20 0.355
"1355" "hemi008" 5 7.4 "" 0.5 "" "hemi" 20 0.37
"1356" "hemi008" 6 5.6 "1 cm" 1 "" "hemi" 10 0.56
"1357" "hemi008" 7 4.9 "1 cm" 1 "" "hemi" 10 0.49
"1358" "hemi008" 8 4 "" 0.5 "" "hemi" 20 0.2
"1359" "hemi008" 9 8.6 "" 0.5 "" "hemi" 20 0.43
"1360" "hemi008" 10 7.4 "" 0.5 "" "hemi" 20 0.37
"1361" "hemi008" 11 7.9 "" 0.5 "" "hemi" 20 0.395
"1362" "hemi008" 12 5.5 "1 cm" 1 "" "hemi" 10 0.55
"1363" "hemi008" 13 5.8 "1 cm" 1 "" "hemi" 10 0.58
"1364" "hemi008" 14 5.4 "" 0.5 "" "hemi" 20 0.27
"1365" "hemi008" 15 5.6 "" 0.5 "" "hemi" 20 0.28
"1366" "hemi008" 16 7.4 "" 0.5 "" "hemi" 20 0.37
"1367" "hemi008" 17 5.2 "" 0.5 "" "hemi" 20 0.26
"1368" "hemi008" 18 6.9 "" 0.5 "" "hemi" 20 0.345
"1369" "hemi008" 19 7.2 "" 0.5 "" "hemi" 20 0.36
"1370" "hemi008" 20 7.1 "" 0.5 "" "hemi" 20 0.355
"1371" "hemi009" 1 7.5 "" 0.5 "" "hemi" 20 0.375
"1372" "hemi009" 2 5.4 "" 0.5 "" "hemi" 20 0.27
"1373" "hemi009" 3 6.5 "" 0.5 "" "hemi" 20 0.325
"1374" "hemi009" 4 6.1 "" 0.5 "" "hemi" 20 0.305
"1375" "hemi009" 5 6.1 "" 0.5 "" "hemi" 20 0.305
"1376" "hemi009" 6 6.2 "" 0.5 "" "hemi" 20 0.31
"1377" "hemi009" 7 9.7 "" 0.5 "" "hemi" 20 0.485
"1378" "hemi009" 8 5.8 "" 0.5 "" "hemi" 20 0.29
"1379" "hemi009" 9 4.9 "" 0.5 "" "hemi" 20 0.245
"1380" "hemi009" 10 5.4 "1 cm" 1 "" "hemi" 10 0.54
"1381" "hemi009" 11 7.6 "" 0.5 "" "hemi" 20 0.38
"1382" "hemi009" 12 5.7 "" 0.5 "" "hemi" 20 0.285
"1383" "hemi009" 13 6.4 "" 0.5 "" "hemi" 20 0.32
"1384" "hemi009" 14 6.9 "" 0.5 "" "hemi" 20 0.345
"1385" "hemi009" 15 5.8 "" 0.5 "" "hemi" 20 0.29
"1386" "hemi009" 16 7.1 "" 0.5 "" "hemi" 20 0.355
"1387" "hemi009" 17 7.3 "" 0.5 "" "hemi" 20 0.365
"1388" "hemi009" 18 3.5 "" 0.5 "" "hemi" 20 0.175
"1389" "hemi009" 19 5.3 "" 0.5 "" "hemi" 20 0.265
"1390" "hemi009" 20 10.1 "" 0.5 "" "hemi" 20 0.505
"1391" "hemi010" 1 8.6 "" 0.5 "" "hemi" 20 0.43
"1392" "hemi010" 2 8.7 "" 0.5 "" "hemi" 20 0.435
"1393" "hemi010" 3 7.2 "" 0.5 "" "hemi" 20 0.36
"1394" "hemi010" 4 7.6 "" 0.5 "" "hemi" 20 0.38
"1395" "hemi010" 5 7.9 "" 0.5 "" "hemi" 20 0.395
"1396" "hemi010" 6 8.2 "" 0.5 "" "hemi" 20 0.41
"1397" "hemi010" 7 7.7 "" 0.5 "" "hemi" 20 0.385
"1398" "hemi010" 8 7.6 "" 0.5 "" "hemi" 20 0.38
"1399" "hemi010" 9 8.6 "" 0.5 "" "hemi" 20 0.43
"1400" "hemi010" 10 9.8 "" 0.5 "" "hemi" 20 0.49
"1401" "hemi010" 11 7.5 "" 0.5 "" "hemi" 20 0.375
"1402" "hemi010" 12 9.5 "" 0.5 "" "hemi" 20 0.475
"1403" "hemi010" 13 7.2 "" 0.5 "" "hemi" 20 0.36
"1404" "hemi010" 14 8.1 "" 0.5 "" "hemi" 20 0.405
"1405" "hemi010" 15 7.2 "" 0.5 "" "hemi" 20 0.36
"1406" "hemi010" 16 9.6 "" 0.5 "" "hemi" 20 0.48
"1407" "hemi010" 17 5.8 "1 cm" 1 "" "hemi" 10 0.58
"1408" "hemi010" 18 4.7 "1 cm" 1 "" "hemi" 10 0.47
"1409" "hemi010" 19 9.5 "" 0.5 "" "hemi" 20 0.475
"1410" "hemi010" 20 7.7 "" 0.5 "" "hemi" 20 0.385
"1411" "hemi011" 1 5.7 "1 cm" 1 "" "hemi" 10 0.57
"1412" "hemi011" 2 6.9 "1 cm" 1 "" "hemi" 10 0.69
"1413" "hemi011" 3 7.3 "1 cm" 1 "" "hemi" 10 0.73
"1414" "hemi011" 4 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1415" "hemi011" 5 6.9 "1 cm" 1 "" "hemi" 10 0.69
"1416" "hemi011" 6 7.1 "1 cm" 1 "" "hemi" 10 0.71
"1417" "hemi011" 7 7.2 "1 cm" 1 "" "hemi" 10 0.72
"1418" "hemi011" 8 7.1 "1 cm" 1 "" "hemi" 10 0.71
"1419" "hemi011" 9 7.2 "1 cm" 1 "" "hemi" 10 0.72
"1420" "hemi011" 10 7.4 "1 cm" 1 "" "hemi" 10 0.74
"1421" "hemi011" 11 7.1 "1 cm" 1 "" "hemi" 10 0.71
"1422" "hemi011" 12 7.3 "1 cm" 1 "" "hemi" 10 0.73
"1423" "hemi011" 13 7.3 "1 cm" 1 "" "hemi" 10 0.73
"1424" "hemi011" 14 7.2 "1 cm" 1 "" "hemi" 10 0.72
"1425" "hemi011" 15 7.2 "1 cm" 1 "" "hemi" 10 0.72
"1426" "hemi011" 16 7.2 "1 cm" 1 "" "hemi" 10 0.72
"1427" "hemi011" 17 7 "1 cm" 1 "" "hemi" 10 0.7
"1428" "hemi011" 18 7.4 "1 cm" 1 "" "hemi" 10 0.74
"1429" "hemi011" 19 7.1 "1 cm" 1 "" "hemi" 10 0.71
"1430" "hemi011" 20 6.8 "1 cm" 1 "" "hemi" 10 0.68
"1431" "hemi012" 1 6.2 "1 cm" 1 "" "hemi" 10 0.62
"1432" "hemi012" 2 6 "1 cm" 1 "" "hemi" 10 0.6
"1433" "hemi012" 3 6.3 "1 cm" 1 "" "hemi" 10 0.63
"1434" "hemi012" 4 6.2 "1 cm" 1 "" "hemi" 10 0.62
"1435" "hemi012" 5 6.5 "1 cm" 1 "" "hemi" 10 0.65
"1436" "hemi012" 6 6.4 "1 cm" 1 "" "hemi" 10 0.64
"1437" "hemi012" 7 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1438" "hemi012" 8 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1439" "hemi012" 9 6.5 "1 cm" 1 "" "hemi" 10 0.65
"1440" "hemi012" 10 6.3 "1 cm" 1 "" "hemi" 10 0.63
"1441" "hemi012" 11 6.3 "1 cm" 1 "" "hemi" 10 0.63
"1442" "hemi012" 12 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1443" "hemi012" 13 6 "1 cm" 1 "" "hemi" 10 0.6
"1444" "hemi012" 14 6.5 "1 cm" 1 "" "hemi" 10 0.65
"1445" "hemi012" 15 6.3 "1 cm" 1 "" "hemi" 10 0.63
"1446" "hemi012" 16 6.1 "1 cm" 1 "" "hemi" 10 0.61
"1447" "hemi012" 17 5.9 "1 cm" 1 "" "hemi" 10 0.59
"1448" "hemi012" 18 6.1 "1 cm" 1 "" "hemi" 10 0.61
"1449" "hemi012" 19 6.4 "1 cm" 1 "" "hemi" 10 0.64
"1450" "hemi012" 20 6.5 "1 cm" 1 "" "hemi" 10 0.65
"1451" "hemi013" 1 1.1 "cm" 1 "" "hemi" 1 1.1
"1452" "hemi013" 2 1.1 "cm" 1 "" "hemi" 1 1.1
"1453" "hemi013" 3 1.1 "cm" 1 "" "hemi" 1 1.1
"1454" "hemi014" 1 8.3 "1 cm" 1 "" "hemi" 10 0.83
"1455" "hemi014" 2 8.5 "1 cm" 1 "" "hemi" 10 0.85
"1456" "hemi014" 3 8.9 "1 cm" 1 "" "hemi" 10 0.89
"1457" "hemi014" 4 8.4 "1 cm" 1 "" "hemi" 10 0.84
"1458" "hemi014" 5 8.9 "1 cm" 1 "" "hemi" 10 0.89
"1459" "hemi014" 6 8.7 "1 cm" 1 "" "hemi" 10 0.87
"1460" "hemi014" 7 9.1 "1 cm" 1 "" "hemi" 10 0.91
"1461" "hemi014" 8 8.3 "1 cm" 1 "" "hemi" 10 0.83
"1462" "hemi014" 9 7.5 "1 cm" 1 "" "hemi" 10 0.75
"1463" "hemi014" 10 7.1 "1 cm" 1 "" "hemi" 10 0.71
"1464" "hemi014" 11 9 "1 cm" 1 "" "hemi" 10 0.9
"1465" "hemi014" 12 7.7 "1 cm" 1 "" "hemi" 10 0.77
"1466" "hemi014" 13 7.4 "1 cm" 1 "" "hemi" 10 0.74
"1467" "hemi014" 14 8.6 "1 cm" 1 "" "hemi" 10 0.86
"1468" "hemi014" 15 8.9 "1 cm" 1 "" "hemi" 10 0.89
"1469" "hemi014" 16 6.9 "1 cm" 1 "" "hemi" 10 0.69
"1470" "hemi014" 17 8.3 "1 cm" 1 "" "hemi" 10 0.83
"1471" "hemi014" 18 9 "1 cm" 1 "" "hemi" 10 0.9
"1472" "hemi014" 19 7.5 "1 cm" 1 "" "hemi" 10 0.75
"1473" "hemi014" 20 8.3 "1 cm" 1 "" "hemi" 10 0.83
"1474" "hemi015" 1 1.3 "cm" 1 "" "hemi" 1 1.3
"1475" "hemi016" 1 5.2 "1 cm" 1 "" "hemi" 10 0.52
"1476" "hemi016" 2 9.3 "" 0.5 "" "hemi" 20 0.465
"1477" "hemi016" 3 5.6 "1 cm" 1 "" "hemi" 10 0.56
"1478" "hemi016" 4 8.5 "" 0.5 "" "hemi" 20 0.425
"1479" "hemi016" 5 5.4 "1 cm" 1 "" "hemi" 10 0.54
"1480" "hemi016" 6 5.1 "1 cm" 1 "" "hemi" 10 0.51
"1481" "hemi016" 7 9.4 "" 0.5 "" "hemi" 20 0.47
"1482" "hemi016" 8 5.3 "1 cm" 1 "" "hemi" 10 0.53
"1483" "hemi016" 9 5.3 "1 cm" 1 "" "hemi" 10 0.53
"1484" "hemi017" 1 5.9 "1 cm" 1 "" "hemi" 10 0.59
"1485" "hemi017" 2 6.2 "1 cm" 1 "" "hemi" 10 0.62
"1486" "hemi017" 3 5.6 "1 cm" 1 "" "hemi" 10 0.56
"1487" "hemi017" 4 6.9 "1 cm" 1 "" "hemi" 10 0.69
"1488" "hemi017" 5 5.9 "1 cm" 1 "" "hemi" 10 0.59
"1489" "hemi017" 6 6.9 "1 cm" 1 "" "hemi" 10 0.69
"1490" "hemi017" 7 6.3 "1 cm" 1 "" "hemi" 10 0.63
"1491" "hemi017" 8 6.8 "1 cm" 1 "" "hemi" 10 0.68
"1492" "hemi017" 9 7.2 "1 cm" 1 "" "hemi" 10 0.72
"1493" "hemi017" 10 7.1 "1 cm" 1 "" "hemi" 10 0.71
"1494" "hemi017" 11 9.4 "" 0.5 "" "hemi" 20 0.47
"1495" "hemi017" 12 7.8 "" 0.5 "" "hemi" 20 0.39
"1496" "hemi017" 13 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1497" "hemi017" 14 9.6 "" 0.5 "" "hemi" 20 0.48
"1498" "hemi017" 15 5.6 "1 cm" 1 "" "hemi" 10 0.56
"1499" "hemi017" 16 6.7 "1 cm" 1 "" "hemi" 10 0.67
"1500" "hemi017" 17 7.1 "1 cm" 1 "" "hemi" 10 0.71
"1501" "hemi017" 18 5.2 "1 cm" 1 "" "hemi" 10 0.52
"1502" "hemi017" 19 7 "1 cm" 1 "" "hemi" 10 0.7
"1503" "hemi017" 20 7 "1 cm" 1 "" "hemi" 10 0.7
"1504" "hemi018" 1 6.7 "1 cm" 1 "" "hemi" 10 0.67
"1505" "hemi018" 2 8.2 "1 cm" 1 "" "hemi" 10 0.82
"1506" "hemi018" 3 6.7 "1 cm" 1 "" "hemi" 10 0.67
"1507" "hemi018" 4 6.5 "1 cm" 1 "" "hemi" 10 0.65
"1508" "hemi018" 5 6 "1 cm" 1 "" "hemi" 10 0.6
"1509" "hemi018" 6 7.7 "1 cm" 1 "" "hemi" 10 0.77
"1510" "hemi018" 7 8.4 "1 cm" 1 "" "hemi" 10 0.84
"1511" "hemi018" 8 6.3 "1 cm" 1 "" "hemi" 10 0.63
"1512" "hemi018" 9 8.9 "1 cm" 1 "" "hemi" 10 0.89
"1513" "hemi018" 10 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1514" "hemi018" 11 8.8 "1 cm" 1 "" "hemi" 10 0.88
"1515" "hemi018" 12 8.5 "1 cm" 1 "" "hemi" 10 0.85
"1516" "hemi018" 13 8.6 "1 cm" 1 "" "hemi" 10 0.86
"1517" "hemi018" 14 8.7 "1 cm" 1 "" "hemi" 10 0.87
"1518" "hemi018" 15 8.5 "1 cm" 1 "" "hemi" 10 0.85
"1519" "hemi018" 16 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1520" "hemi018" 17 6.7 "1 cm" 1 "" "hemi" 10 0.67
"1521" "hemi018" 18 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1522" "hemi018" 19 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1523" "hemi018" 20 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1524" "hemi019" 1 8 "1 cm" 1 "" "hemi" 10 0.8
"1525" "hemi019" 2 8.3 "1 cm" 1 "" "hemi" 10 0.83
"1526" "hemi019" 3 7.6 "1 cm" 1 "" "hemi" 10 0.76
"1527" "hemi019" 4 10 "1 cm" 1 "" "hemi" 10 1
"1528" "hemi019" 5 8.8 "1 cm" 1 "" "hemi" 10 0.88
"1529" "hemi019" 6 8.2 "1 cm" 1 "" "hemi" 10 0.82
"1530" "hemi019" 7 9.9 "1 cm" 1 "" "hemi" 10 0.99
"1531" "hemi019" 8 9.7 "1 cm" 1 "" "hemi" 10 0.97
"1532" "hemi019" 9 10 "1 cm" 1 "" "hemi" 10 1
"1533" "hemi019" 10 7.6 "1 cm" 1 "" "hemi" 10 0.76
"1534" "hemi020" 1 1.8 "cm" 1 "" "hemi" 1 1.8
"1535" "hemi020" 2 1.8 "cm" 1 "" "hemi" 1 1.8
"1536" "hemi020" 3 1.8 "cm" 1 "" "hemi" 1 1.8
"1537" "hemi020" 4 1.8 "cm" 1 "" "hemi" 1 1.8
"1538" "hemi020" 5 1.2 "cm" 1 "" "hemi" 1 1.2
"1539" "hemi020" 6 2.2 "cm" 1 "" "hemi" 1 2.2
"1540" "hemi020" 7 1.6 "cm" 1 "" "hemi" 1 1.6
"1541" "hemi020" 8 1.6 "cm" 1 "" "hemi" 1 1.6
"1542" "hemi020" 9 1.7 "cm" 1 "" "hemi" 1 1.7
"1543" "hemi021" 1 2.5 "cm" 1 "" "hemi" 1 2.5
"1544" "hemi021" 2 2.4 "cm" 1 "" "hemi" 1 2.4
"1545" "hemi021" 3 2.1 "cm" 1 "" "hemi" 1 2.1
"1546" "hemi021" 4 2 "cm" 1 "" "hemi" 1 2
"1547" "hemi021" 5 2.1 "cm" 1 "" "hemi" 1 2.1
"1548" "hemi021" 6 2.5 "cm" 1 "" "hemi" 1 2.5
"1549" "hemi021" 7 2.3 "cm" 1 "" "hemi" 1 2.3
"1550" "hemi021" 8 2.2 "cm" 1 "" "hemi" 1 2.2
"1551" "hemi021" 9 2.1 "cm" 1 "" "hemi" 1 2.1
"1552" "hemi021" 10 1.7 "cm" 1 "" "hemi" 1 1.7
"1553" "hemi021" 11 2.2 "cm" 1 "" "hemi" 1 2.2
"1554" "hemi021" 12 2.3 "cm" 1 "" "hemi" 1 2.3
"1555" "hemi022" 1 6.7 "" 0.5 "" "hemi" 20 0.335
"1556" "hemi023" 1 5.7 "1 cm" 1 "" "hemi" 10 0.57
"1557" "hemi023" 2 5.7 "1 cm" 1 "" "hemi" 10 0.57
"1558" "hemi023" 3 6 "1 cm" 1 "" "hemi" 10 0.6
"1559" "hemi023" 4 4.8 "1 cm" 1 "" "hemi" 10 0.48
"1560" "hemi023" 5 5.3 "1 cm" 1 "" "hemi" 10 0.53
"1561" "hemi023" 6 4.6 "1 cm" 1 "" "hemi" 10 0.46
"1562" "hemi023" 7 5.4 "1 cm" 1 "" "hemi" 10 0.54
"1563" "hemi023" 8 6.2 "1 cm" 1 "" "hemi" 10 0.62
"1564" "hemi023" 9 7.7 "" 0.5 "" "hemi" 20 0.385
"1565" "hemi023" 10 5.2 "1 cm" 1 "" "hemi" 10 0.52
"1566" "hemi023" 11 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1567" "hemi023" 12 6 "1 cm" 1 "" "hemi" 10 0.6
"1568" "hemi023" 13 6.5 "1 cm" 1 "" "hemi" 10 0.65
"1569" "hemi023" 14 6.7 "1 cm" 1 "" "hemi" 10 0.67
"1570" "hemi023" 15 6.3 "1 cm" 1 "" "hemi" 10 0.63
"1571" "hemi023" 16 5.6 "1 cm" 1 "" "hemi" 10 0.56
"1572" "hemi023" 17 6 "1 cm" 1 "" "hemi" 10 0.6
"1573" "hemi023" 18 5.1 "1 cm" 1 "" "hemi" 10 0.51
"1574" "hemi023" 19 6.5 "1 cm" 1 "" "hemi" 10 0.65
"1575" "hemi024" 1 1.4 "cm" 1 "" "hemi" 1 1.4
"1576" "hemi025" 1 1.4 "cm" 1 "" "hemi" 1 1.4
"1577" "hemi025" 2 1.5 "cm" 1 "" "hemi" 1 1.5
"1578" "hemi025" 3 1.5 "cm" 1 "" "hemi" 1 1.5
"1579" "hemi025" 4 1.4 "cm" 1 "" "hemi" 1 1.4
"1580" "hemi025" 5 1.4 "cm" 1 "" "hemi" 1 1.4
"1581" "hemi025" 6 1.4 "cm" 1 "" "hemi" 1 1.4
"1582" "hemi025" 7 1.5 "cm" 1 "" "hemi" 1 1.5
"1583" "hemi025" 8 1.4 "cm" 1 "" "hemi" 1 1.4
"1584" "hemi025" 9 1.4 "cm" 1 "" "hemi" 1 1.4
"1585" "hemi025" 10 1.5 "cm" 1 "" "hemi" 1 1.5
"1586" "hemi025" 11 1.3 "cm" 1 "" "hemi" 1 1.3
"1587" "hemi025" 12 1.3 "cm" 1 "" "hemi" 1 1.3
"1588" "hemi025" 13 1.5 "cm" 1 "" "hemi" 1 1.5
"1589" "hemi025" 14 1.5 "cm" 1 "" "hemi" 1 1.5
"1590" "hemi025" 15 1.4 "cm" 1 "" "hemi" 1 1.4
"1591" "hemi025" 16 1.5 "cm" 1 "" "hemi" 1 1.5
"1592" "hemi025" 17 1.4 "cm" 1 "" "hemi" 1 1.4
"1593" "hemi026" 1 5 "1 cm" 1 "" "hemi" 10 0.5
"1594" "hemi026" 2 7.5 "1 cm" 1 "" "hemi" 10 0.75
"1595" "hemi026" 3 9.4 "1 cm" 1 "" "hemi" 10 0.94
"1596" "hemi026" 4 7.3 "1 cm" 1 "" "hemi" 10 0.73
"1597" "hemi027" 1 5.5 "" 0.5 "" "hemi" 20 0.275
"1598" "hemi027" 2 5.6 "" 0.5 "" "hemi" 20 0.28
"1599" "hemi028" 1 8.3 "1 cm" 1 "" "hemi" 10 0.83
"1600" "hemi028" 2 9.5 "1 cm" 1 "" "hemi" 10 0.95
"1601" "hemi028" 3 9.5 "1 cm" 1 "" "hemi" 10 0.95
"1602" "hemi028" 4 1.3 "cm" 1 "" "hemi" 1 1.3
"1603" "hemi028" 5 10.2 "1 cm" 1 "" "hemi" 10 1.02
"1604" "hemi028" 6 9.9 "1 cm" 1 "" "hemi" 10 0.99
"1605" "hemi028" 7 1.1 "cm" 1 "" "hemi" 1 1.1
"1606" "hemi028" 8 9.8 "1 cm" 1 "" "hemi" 10 0.98
"1607" "hemi028" 9 1.2 "cm" 1 "" "hemi" 1 1.2
"1608" "hemi028" 10 1.1 "cm" 1 "" "hemi" 1 1.1
"1609" "hemi028" 11 1.4 "cm" 1 "" "hemi" 1 1.4
"1610" "hemi028" 12 9.9 "1 cm" 1 "" "hemi" 10 0.99
"1611" "hemi028" 13 10 "1 cm" 1 "" "hemi" 10 1
"1612" "hemi028" 14 6.7 "1 cm" 1 "" "hemi" 10 0.67
"1613" "hemi028" 15 7.6 "1 cm" 1 "" "hemi" 10 0.76
"1614" "hemi028" 16 8.6 "1 cm" 1 "" "hemi" 10 0.86
"1615" "hemi028" 17 8 "1 cm" 1 "" "hemi" 10 0.8
"1616" "hemi028" 18 1 "cm" 1 "" "hemi" 1 1
"1617" "hemi028" 19 9.3 "1 cm" 1 "" "hemi" 10 0.93
"1618" "hemi028" 20 10 "1 cm" 1 "" "hemi" 10 1
"1619" "hemi029" 1 1.6 "cm" 1 "" "hemi" 1 1.6
"1620" "hemi030" 1 8.8 "1 cm" 1 "" "hemi" 10 0.88
"1621" "hemi030" 2 8 "1 cm" 1 "" "hemi" 10 0.8
"1622" "hemi030" 3 1.1 "cm" 1 "" "hemi" 1 1.1
"1623" "hemi030" 4 9.5 "1 cm" 1 "" "hemi" 10 0.95
"1624" "hemi030" 5 1.2 "cm" 1 "" "hemi" 1 1.2
"1625" "hemi030" 6 8.5 "1 cm" 1 "" "hemi" 10 0.85
"1626" "hemi030" 7 8.9 "1 cm" 1 "" "hemi" 10 0.89
"1627" "hemi030" 8 1.2 "cm" 1 "" "hemi" 1 1.2
"1628" "hemi030" 9 9.9 "1 cm" 1 "" "hemi" 10 0.99
"1629" "hemi030" 10 1.2 "cm" 1 "" "hemi" 1 1.2
"1630" "hemi030" 11 1.1 "cm" 1 "" "hemi" 1 1.1
"1631" "hemi031" 1 6.1 "1 cm" 1 "" "hemi" 10 0.61
"1632" "hemi031" 2 6.9 "1 cm" 1 "" "hemi" 10 0.69
"1633" "hemi031" 3 6.2 "1 cm" 1 "" "hemi" 10 0.62
"1634" "hemi031" 4 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1635" "hemi031" 5 6.5 "1 cm" 1 "" "hemi" 10 0.65
"1636" "hemi031" 6 6.5 "1 cm" 1 "" "hemi" 10 0.65
"1637" "hemi031" 7 6 "1 cm" 1 "" "hemi" 10 0.6
"1638" "hemi031" 8 6.3 "1 cm" 1 "" "hemi" 10 0.63
"1639" "hemi031" 9 6.3 "1 cm" 1 "" "hemi" 10 0.63
"1640" "hemi031" 10 6 "1 cm" 1 "" "hemi" 10 0.6
"1641" "hemi031" 11 6.2 "1 cm" 1 "" "hemi" 10 0.62
"1642" "hemi031" 12 6.1 "1 cm" 1 "" "hemi" 10 0.61
"1643" "hemi031" 13 6.1 "1 cm" 1 "" "hemi" 10 0.61
"1644" "hemi031" 14 6.4 "1 cm" 1 "" "hemi" 10 0.64
"1645" "hemi031" 15 9.2 "1 cm" 1 "" "hemi" 10 0.92
"1646" "hemi031" 16 6.4 "1 cm" 1 "" "hemi" 10 0.64
"1647" "hemi032" 1 1.3 "cm" 1 "" "hemi" 1 1.3
"1648" "hemi032" 2 1.4 "cm" 1 "" "hemi" 1 1.4
"1649" "hemi033" 1 1.6 "cm" 1 "" "hemi" 1 1.6
"1650" "hemi034" 1 8.4 "" 0.5 "" "hemi" 20 0.42
"1651" "hemi034" 2 5.8 "1 cm" 1 "" "hemi" 10 0.58
"1652" "hemi034" 3 8.1 "" 0.5 "" "hemi" 20 0.405
"1653" "hemi034" 4 6.3 "1 cm" 1 "" "hemi" 10 0.63
"1654" "hemi035" 1 8.4 "1 cm" 1 "" "hemi" 10 0.84
"1655" "hemi035" 2 7.8 "1 cm" 1 "" "hemi" 10 0.78
"1656" "hemi035" 3 8.4 "1 cm" 1 "" "hemi" 10 0.84
"1657" "hemi035" 4 8.5 "1 cm" 1 "" "hemi" 10 0.85
"1658" "hemi035" 5 7 "1 cm" 1 "" "hemi" 10 0.7
"1659" "hemi035" 6 7.5 "1 cm" 1 "" "hemi" 10 0.75
"1660" "hemi035" 7 7.3 "1 cm" 1 "" "hemi" 10 0.73
"1661" "hemi035" 8 7.6 "1 cm" 1 "" "hemi" 10 0.76
"1662" "hemi035" 9 6.5 "1 cm" 1 "" "hemi" 10 0.65
"1663" "hemi035" 10 6.6 "1 cm" 1 "" "hemi" 10 0.66
"1664" "hemi035" 11 7.9 "1 cm" 1 "" "hemi" 10 0.79
"1665" "hemi035" 12 8.8 "1 cm" 1 "" "hemi" 10 0.88
"1666" "hemi035" 13 7.5 "1 cm" 1 "" "hemi" 10 0.75
"1667" "hemi035" 14 7 "1 cm" 1 "" "hemi" 10 0.7
"1668" "hemi036" 1 5.3 "1 cm" 1 "" "hemi" 10 0.53
"1669" "hemi036" 2 7.3 "1 cm" 1 "" "hemi" 10 0.73
"1670" "hemi036" 3 5.9 "1 cm" 1 "" "hemi" 10 0.59
"1671" "hemi036" 4 5.8 "1 cm" 1 "" "hemi" 10 0.58
"1672" "hemi036" 5 9.1 "1 cm" 1 "" "hemi" 10 0.91
"1673" "hemi036" 6 6.4 "1 cm" 1 "" "hemi" 10 0.64
"1674" "hemi037" 1 1.7 "cm" 1 "" "hemi" 1 1.7
"1675" "hemi037" 2 1.6 "cm" 1 "" "hemi" 1 1.6
"1676" "hemi037" 3 1.6 "cm" 1 "" "hemi" 1 1.6
"1677" "hemi037" 4 1.5 "cm" 1 "" "hemi" 1 1.5
"1678" "hemi037" 5 1.6 "cm" 1 "" "hemi" 1 1.6
"1679" "hemi037" 6 1.7 "cm" 1 "" "hemi" 1 1.7
"1680" "hemi038" 1 6 "1 cm" 1 "" "hemi" 10 0.6
"1681" "hemi038" 2 5.8 "1 cm" 1 "" "hemi" 10 0.58
"1682" "hemi038" 3 5.4 "1 cm" 1 "" "hemi" 10 0.54
"1683" "hemi038" 4 5.1 "1 cm" 1 "" "hemi" 10 0.51
"1684" "hemi038" 5 5.9 "1 cm" 1 "" "hemi" 10 0.59
"1685" "hemi038" 6 7.2 "1 cm" 1 "" "hemi" 10 0.72
"1686" "hemi038" 7 5.2 "1 cm" 1 "" "hemi" 10 0.52
"1687" "hemi038" 8 5.2 "1 cm" 1 "" "hemi" 10 0.52
"1688" "hemi039" 1 6.8 "" 0.5 "" "hemi" 20 0.34
"1689" "hemi039" 2 6.3 "" 0.5 "" "hemi" 20 0.315
"1690" "hemi039" 3 9.6 "" 0.5 "" "hemi" 20 0.48
"1691" "hemi039" 4 9.9 "" 0.5 "" "hemi" 20 0.495
"1692" "hemi039" 5 7.2 "" 0.5 "" "hemi" 20 0.36
"1693" "hemi039" 6 9.5 "" 0.5 "" "hemi" 20 0.475
"1694" "hemi039" 7 9.5 "" 0.5 "" "hemi" 20 0.475
"1695" "hemi039" 8 7.6 "" 0.5 "" "hemi" 20 0.38
"1696" "hemi039" 9 6.5 "" 0.5 "" "hemi" 20 0.325
"1697" "hemi039" 10 7.6 "" 0.5 "" "hemi" 20 0.38
"1698" "hemi039" 11 7.1 "" 0.5 "" "hemi" 20 0.355
