"morph" "nospec" "r_cm_size"
"3477" "cole091" 3 0.56
"3478" "cole091" 4 0.53
"3479" "cole091" 5 0.55
"3480" "cole091" 6 0.56
"3481" "cole091" 7 0.57
"3482" "cole091" 8 0.59
"3483" "cole091" 9 0.57
"3484" "cole091" 10 0.55
"3485" "cole091" 11 0.53
"3486" "cole092" 1 0.67
"3487" "cole093" 1 0.39
"3488" "cole095" 1 0.53
"3489" "cole096" 1 0.47
"3490" "cole097" 1 0.82
"3491" "cole098" 1 1.4
"3492" "cole099" 1 1.22
"3493" "cole100" 1 0.83
"3494" "cole100" 2 0.6
"3495" "cole101" 1 1
"3496" "cole103" 1 0.82
"3497" "cole104" 1 0.71
"3498" "cole105" 1 0.31
"3499" "cole106" 1 0.31
"3500" "cole106" 2 0.29
"3501" "cole107" 1 0.32
"3502" "cole108" 1 0.45
"3503" "cole112" 1 1.36
"3504" "cole112" 2 1.62
"3505" "cole112" 3 1.78
"3506" "cole112" 4 3.2
"3507" "cole112" 5 3.2
"3508" "cole112" 6 1.38
"3509" "cole112" 7 1.34
"3510" "cole112" 8 1.78
"3511" "cole112" 9 2.48
"3512" "cole112" 10 2.76
"3513" "cole112" 11 2.7
"3514" "cole112" 12 1.5
"3515" "cole113" 1 2.95
"3516" "cole113" 2 3.25
"3517" "cole114" 1 1.3
"3518" "cole114" 2 1.58
"3519" "cole114" 3 1.3
"3520" "cole114" 4 1.06
"3521" "cole114" 5 1.6
"3522" "cole114" 6 1.7
"3523" "cole114" 7 1.16
"3524" "cole114" 8 1.06
"3525" "cole114" 9 1.06
"3526" "cole114" 10 1.36
"3527" "cole114" 11 1.3
"3528" "cole114" 12 1.52
"3529" "cole114" 13 2.3
"3530" "cole115" 1 1.56
"3531" "cole115" 2 1.82
"3532" "cole116" 1 0.85
"3533" "cole116" 2 0.9
"3534" "cole116" 3 0.79
"3535" "cole116" 4 0.78
"3536" "cole116" 5 0.79
"3537" "cole116" 6 0.65
"3538" "cole116" 7 0.87
"3539" "cole116" 8 0.81
"3540" "cole116" 9 0.64
"3541" "cole116" 10 0.86
"3542" "cole116" 11 0.69
"3543" "cole116" 12 0.69
"3544" "cole116" 13 0.81
"3545" "cole116" 14 0.93
"3546" "cole116" 15 0.83
"3547" "cole116" 16 1.07
"3548" "cole116" 17 0.88
"3549" "cole116" 18 1.02
"3550" "cole116" 19 0.8
"3551" "cole116" 20 0.84
"3552" "cole117" 1 1.34
"3553" "cole117" 2 1.28
"3554" "cole118" 1 0.84
"3555" "cole118" 2 0.85
"3556" "cole118" 3 0.85
"3557" "cole118" 4 0.89
"3558" "cole118" 5 0.98
"3559" "cole118" 6 1.3
"3560" "cole118" 7 1.26
"3561" "cole118" 8 1.06
"3562" "cole118" 9 0.98
"3563" "cole118" 10 0.69
"3564" "cole118" 11 0.81
"3565" "cole118" 12 0.81
"3566" "cole118" 13 0.95
"3567" "cole118" 14 0.84
"3568" "cole118" 15 0.94
"3569" "cole118" 16 1.01
"3570" "cole118" 17 1.08
"3571" "cole118" 18 1.13
"3572" "cole118" 19 1.1
"3573" "cole118" 20 1.26
"3574" "cole119" 1 0.88
"3575" "cole119" 2 0.65
"3576" "cole119" 3 0.75
"3577" "cole119" 4 0.67
"3578" "cole119" 5 0.66
"3579" "cole119" 6 0.91
"3580" "cole119" 7 0.99
"3581" "cole119" 8 0.81
"3582" "cole119" 9 0.87
"3583" "cole119" 10 0.73
"3584" "cole119" 11 0.66
"3585" "cole119" 12 0.73
"3586" "cole119" 13 0.79
"3587" "cole119" 14 0.88
"3588" "cole119" 15 0.95
"3589" "cole119" 16 0.8
"3590" "cole119" 17 0.83
"3591" "cole119" 18 0.95
"3592" "cole119" 19 0.72
"3593" "cole119" 20 0.92
"3594" "cole120" 1 1.34
"3595" "cole120" 2 1.08
"3596" "cole120" 3 1.14
"3597" "cole121" 1 1.46
"3598" "cole122" 1 1.44
"3599" "cole122" 2 1.14
"3600" "cole122" 3 0.92
"3601" "cole122" 4 1.46
"3602" "cole122" 5 0.95
"3603" "cole123" 1 1.2
"3604" "cole124" 1 1.06
"3605" "cole124" 2 0.98
"3606" "cole124" 3 0.6
"3607" "cole124" 4 0.77
"3608" "cole124" 5 0.8
"3609" "cole124" 6 0.96
"3610" "cole124" 7 0.67
"3611" "cole124" 8 0.67
"3612" "cole124" 9 1.13
"3613" "cole124" 10 0.87
"3614" "cole124" 11 0.85
"3615" "cole124" 12 0.74
"3616" "cole124" 13 0.73
"3617" "cole124" 14 0.68
"3618" "cole124" 15 0.96
"3619" "cole124" 16 0.98
"3620" "cole124" 17 0.78
"3621" "cole124" 18 1.04
"3622" "cole124" 19 0.76
"3623" "cole124" 20 0.74
"3624" "cole125" 1 1.18
"3625" "cole125" 2 1.12
"3626" "cole125" 3 1.12
"3627" "cole125" 4 0.97
"3628" "cole125" 5 0.91
"3629" "cole126" 1 0.66
"3630" "cole126" 2 0.88
"3631" "cole126" 3 0.92
"3632" "cole126" 4 0.99
"3633" "cole126" 5 1.08
"3634" "cole126" 6 1.23
"3635" "cole126" 7 1.06
"3636" "cole126" 8 1.08
"3637" "cole126" 9 1.38
"3638" "cole126" 10 0.98
"3639" "cole126" 11 0.8
"3640" "cole127" 1 0.94
"3641" "cole127" 2 1.13
"3642" "cole127" 3 0.96
"3643" "cole127" 4 0.95
"3644" "cole127" 5 1
"3645" "cole128" 1 0.71
"3646" "cole128" 2 0.87
"3647" "cole128" 3 0.86
"3648" "cole129" 1 1.06
"3649" "cole130" 1 1.84
"3650" "cole130" 2 2.06
"3651" "cole130" 3 1.76
"3652" "cole130" 4 2.12
"3653" "cole131" 1 2.48
"3654" "cole131" 2 2.38
"3655" "cole131" 3 1.94
"3656" "cole132" 1 4.3
"3657" "cole132" 2 2.45
"3658" "cole133" 1 2.3
"3659" "cole134" 1 1.44
"3660" "cole135" 1 0.77
"3661" "cole136" 1 1.36
"3662" "cole137" 1 0.86
"3663" "cole137" 2 0.77
"3664" "cole137" 3 0.66
"3665" "cole137" 4 0.78
"3666" "cole137" 5 0.8
"3667" "cole137" 6 0.78
"3668" "cole138" 1 1.03
"3669" "cole139" 1 0.84
"3670" "cole140" 1 2.8
"3671" "cole141" 1 1.24
"3672" "cole142" 1 0.74
"3673" "cole143" 1 0.51
"3674" "cole145" 1 0.64
"3675" "cole146" 1 0.69
"3676" "cole147" 1 0.33
"3677" "cole148" 1 1.08
"3678" "cole149" 1 0.72
"3679" "cole149" 2 0.44
"3680" "cole150" 1 0.89
"3681" "cole150" 2 1.04
"3682" "cole150" 3 1.1
"3683" "cole151" 1 0.92
"3684" "cole152" 1 0.79
"3685" "orth001" 1 0.37
"3686" "orth001" 2 0.32
"3687" "orth001" 3 0.26
"3688" "orth001" 4 0.57
"3689" "orth001" 5 0.51
"3690" "orth001" 6 0.53
"3691" "orth001" 7 0.32
"3692" "orth001" 8 0.5
"3693" "orth001" 9 0.6
"3694" "orth001" 10 0.41
"3695" "orth001" 11 0.5
"3696" "orth001" 12 0.61
"3697" "orth001" 13 0.51
"3698" "orth001" 14 0.66
"3699" "orth001" 15 0.64
"3700" "orth001" 16 0.42
"3701" "orth001" 17 0.49
"3702" "orth001" 18 0.6
"3703" "orth001" 19 0.46
"3704" "orth001" 20 0.52
"3705" "orth002" 1 0.69
"3706" "orth002" 2 0.73
"3707" "orth002" 3 0.63
"3708" "orth002" 4 0.64
"3709" "orth002" 5 0.76
"3710" "orth002" 6 0.6
"3711" "orth002" 7 0.58
"3712" "orth002" 8 0.65
"3713" "orth002" 9 0.45
"3714" "orth002" 10 0.59
"3715" "orth002" 11 0.57
"3716" "orth002" 12 0.44
"3717" "orth002" 13 0.63
"3718" "orth002" 14 0.6
"3719" "orth002" 15 0.63
"3720" "orth002" 16 0.59
"3721" "orth002" 17 0.64
"3722" "orth002" 18 0.64
"3723" "orth002" 19 0.54
"3724" "orth002" 20 0.61
"3725" "orth003" 1 0.7
"3726" "orth003" 2 0.63
"3727" "orth003" 3 0.8
"3728" "orth003" 4 0.64
"3729" "orth003" 5 0.69
"3730" "orth003" 6 0.61
"3731" "orth003" 7 0.57
"3732" "orth003" 8 0.63
"3733" "orth003" 9 0.64
"3734" "orth003" 10 0.65
"3735" "orth003" 11 0.7
"3736" "orth003" 12 0.63
"3737" "orth003" 13 0.58
"3738" "orth003" 14 0.65
"3739" "orth003" 15 0.69
"3740" "orth003" 16 0.59
"3741" "orth003" 17 0.64
"3742" "orth003" 18 0.67
"3743" "orth003" 19 0.63
"3744" "orth003" 20 0.61
"3745" "orth004" 1 0.57
"3746" "orth004" 2 0.54
"3747" "orth004" 3 0.59
"3748" "orth004" 4 1.14
"3749" "orth005" 1 0.45
"3750" "orth005" 2 0.46
"3751" "orth005" 3 0.45
"3752" "orth005" 4 0.17
"3753" "orth005" 5 4.1
"3754" "orth005" 6 1.24
"3755" "orth006" 1 2.2
"3756" "orth006" 2 0.68
"3757" "orth006" 3 1.2
"3758" "orth006" 4 0.7
"3759" "orth006" 5 1.03
"3760" "orth007" 1 1.48
"3761" "orth007" 2 0.82
"3762" "orth007" 3 1.06
"3763" "orth007" 4 0.75
"3764" "orth007" 5 1.2
"3765" "orth008" 1 4.8
"3766" "orth008" 2 3.1
"3767" "orth008" 3 3.8
"3768" "orth008" 4 2.55
"3769" "orth008" 5 3
"3770" "orth008" 6 3.35
"3771" "orth008" 7 3.1
"3772" "orth008" 8 2.25
"3773" "orth008" 9 5.7
"3774" "orth008" 10 0.56
"3775" "orth008" 11 4.2
"3776" "orth009" 1 1.12
"3777" "orth010" 1 2.1
"3778" "orth010" 2 2.2
"3779" "orth011" 1 1.28
"3780" "orth011" 2 1.22
"3781" "orth011" 3 0.88
"3782" "orth011" 4 0.76
"3783" "orth011" 5 1.14
"3784" "orth011" 6 0.75
"3785" "orth011" 7 0.86
"3786" "orth011" 8 0.88
"3787" "orth011" 9 1.26
"3788" "orth011" 10 0.96
"3789" "orth011" 11 1.16
"3790" "orth011" 12 0.96
"3791" "orth011" 13 1.44
"3792" "orth011" 14 1.24
"3793" "orth011" 15 1.4
"3794" "orth011" 16 1.06
"3795" "orth011" 17 1.04
"3796" "orth011" 18 1.38
"3797" "orth011" 19 1.04
"3798" "orth011" 20 1.08
"3799" "orth012" 1 1.66
"3800" "orth012" 2 1.6
"3801" "orth012" 3 1.18
"3802" "orth012" 4 1.18
"3803" "orth012" 5 1.94
"3804" "orth012" 6 1.52
"3805" "orth012" 7 2.25
"3806" "orth012" 8 1.48
"3807" "orth012" 9 1.2
"3808" "orth012" 10 1.36
"3809" "orth012" 11 1.1
"3810" "orth012" 12 1.16
"3811" "orth012" 13 1.62
"3812" "orth012" 14 1.3
"3813" "orth012" 15 1.46
"3814" "orth012" 16 1.84
"3815" "orth012" 17 1.26
"3816" "orth012" 18 1.08
"3817" "orth012" 19 0.9
"3818" "orth012" 20 1.66
"3819" "orth013" 1 1.24
"3820" "orth013" 2 1.66
"3821" "orth013" 3 0.33
"3822" "orth013" 4 0.28
"3823" "orth013" 5 1.76
"3824" "orth013" 6 1.46
"3825" "orth013" 7 1.62
"3826" "orth013" 8 1.1
"3827" "orth013" 9 1.66
"3828" "orth013" 10 1.52
"3829" "orth013" 11 1.44
"3830" "orth013" 12 1.4
"3831" "orth014" 1 0.66
"3832" "orth014" 2 0.67
"3833" "orth014" 3 0.59
"3834" "orth014" 4 0.62
"3835" "orth015" 1 0.66
"3836" "orth015" 2 1.4
"3837" "orth015" 3 0.92
"3838" "orth015" 4 0.91
"3839" "orth015" 5 0.57
"3840" "orth015" 6 1.38
"3841" "orth015" 7 1.08
"3842" "orth015" 8 1.42
"3843" "orth015" 9 1.2
"3844" "orth015" 10 1
"3845" "orth015" 11 0.82
"3846" "orth015" 12 0.765
"3847" "orth015" 13 1.18
"3848" "orth015" 14 1.1
"3849" "orth015" 15 0.92
"3850" "orth015" 15 0.75
"3851" "orth015" 16 1.06
"3852" "orth015" 17 0.86
"3853" "orth015" 18 0.67
"3854" "orth015" 19 1
"3855" "orth015" 20 0.53
"3856" "orth016" 1 1.92
"3857" "orth016" 2 1.56
"3858" "orth016" 3 0.9
"3859" "orth016" 4 0.87
"3860" "orth016" 5 0.44
"3861" "orth016" 6 1.25
"3862" "orth016" 7 1.82
"3863" "orth016" 8 1.88
"3864" "orth016" 9 1.3
"3865" "orth017" 1 4.5
"3866" "orth017" 2 2.5
"3867" "orth018" 1 2.25
"3868" "orth018" 2 0.31
"3869" "orth018" 3 0.44
"3870" "orth018" 4 4.2
"3871" "orth018" 5 0.53
"3872" "orth018" 6 1.12
"3873" "orth018" 7 1.04
"3874" "orth018" 8 0.39
"3875" "orth018" 9 1.36
"3876" "orth018" 10 0.59
"3877" "orth018" 11 0.47
"3878" "orth018" 12 1.38
"3879" "orth018" 13 1.5
"3880" "orth018" 14 0.48
"3881" "orth019" 1 0.63
"3882" "orth019" 2 0.54
"3883" "orth019" 3 0.57
"3884" "orth019" 4 0.57
"3885" "orth019" 5 0.55
"3886" "orth019" 6 0.62
"3887" "orth019" 7 0.65
"3888" "orth019" 8 0.61
"3889" "orth019" 9 0.47
"3890" "orth019" 10 0.57
"3891" "orth019" 11 0.51
"3892" "orth019" 12 0.56
"3893" "orth019" 13 0.33
"3894" "orth019" 14 0.59
"3895" "orth019" 15 0.36
"3896" "orth019" 16 0.58
"3897" "orth019" 17 0.37
"3898" "orth019" 18 0.56
"3899" "orth019" 19 0.52
"3900" "orth019" 20 0.4
"3901" "orth020" 1 1.36
"3902" "orth020" 2 1.12
"3903" "orth020" 3 1
"3904" "orth020" 4 0.84
"3905" "orth020" 5 1.16
"3906" "orth020" 6 1.12
"3907" "orth020" 7 1.52
"3908" "orth020" 8 0.41
"3909" "orth020" 9 0.38
"3910" "orth020" 10 4.1
"3911" "orth020" 11 0.66
"3912" "orth020" 12 0.54
"3913" "orth020" 13 0.66
"3914" "orth020" 14 0.78
"3915" "orth020" 15 0.58
"3916" "orth020" 16 0.53
"3917" "orth020" 17 0.53
"3918" "orth020" 17 0.88
"3919" "orth020" 18 0.69
"3920" "orth020" 19 0.4
"3921" "orth020" 20 1.16
"3922" "orth021" 1 0.93
"3923" "orth021" 2 1.04
"3924" "orth021" 3 1.24
"3925" "orth021" 4 0.57
"3926" "orth021" 5 0.9
"3927" "orth021" 6 1.17
"3928" "orth022" 1 0.9
"3929" "orth022" 2 1.03
"3930" "orth022" 3 1.26
"3931" "orth022" 3 0.79
"3932" "orth022" 4 1.02
"3933" "orth022" 5 1.4
"3934" "orth023" 1 1.59
"3935" "orth023" 2 0.56
"3936" "orth023" 3 1.72
"3937" "orth023" 4 0.88
"3938" "orth023" 5 0.51
"3939" "orth023" 6 1.44
"3940" "orth024" 1 0.7
"3941" "orth024" 2 0.72
"3942" "orth024" 3 1.04
"3943" "orth024" 4 1.14
"3944" "orth024" 5 0.69
"3945" "orth024" 6 0.59
"3946" "orth024" 7 0.35
"3947" "orth024" 8 0.31
"3948" "orth024" 9 0.48
"3949" "orth024" 10 0.31
"3950" "orth024" 11 0.76
"3951" "orth024" 12 0.73
"3952" "orth024" 13 0.74
"3953" "orth024" 14 0.87
"3954" "orth024" 15 0.77
"3955" "orth024" 16 0.72
"3956" "orth024" 17 0.76
"3957" "orth024" 18 0.69
"3958" "orth024" 19 0.61
"3959" "orth024" 20 0.41
"3960" "orth025" 1 0.725
"3961" "orth025" 2 0.64
"3962" "orth025" 3 0.79
"3963" "orth025" 4 0.73
"3964" "orth025" 5 0.54
"3965" "orth025" 6 0.36
"3966" "orth025" 7 0.92
"3967" "orth025" 8 0.79
"3968" "orth025" 9 5.2
"3969" "orth025" 10 0.69
"3970" "orth025" 11 0.52
"3971" "orth025" 12 0.64
"3972" "orth025" 13 0.73
"3973" "orth025" 14 0.5
"3974" "orth025" 15 0.54
"3975" "orth025" 16 0.66
"3976" "orth026" 1 2.53
"3977" "orth026" 2 2.9
"3978" "orth026" 3 2.1
"3979" "orth026" 4 3.25
"3980" "orth026" 5 2.4
"3981" "orth026" 6 2.5
"3982" "orth026" 7 2.3
"3983" "orth026" 8 1.55
"3984" "orth026" 9 3.4
"3985" "orth026" 10 3.35
"3986" "orth027" 1 0.55
"3987" "orth027" 2 0.6
"3988" "orth027" 3 0.67
"3989" "orth027" 4 0.59
"3990" "orth027" 5 0.63
"3991" "orth027" 6 0.57
"3992" "orth027" 7 0.57
"3993" "orth028" 1 0.95
"3994" "orth028" 2 0.55
"3995" "orth028" 3 0.57
"3996" "orth028" 4 0.65
"3997" "orth028" 5 0.35
"3998" "orth028" 6 0.63
"3999" "orth028" 7 0.89
"4000" "orth028" 8 0.69
"4001" "orth028" 9 0.42
"4002" "orth028" 10 0.99
"4003" "orth028" 11 0.85
"4004" "orth028" 12 1.14
"4005" "orth028" 13 0.68
"4006" "orth028" 14 0.4
"4007" "orth028" 15 0.84
"4008" "orth028" 16 1.2
"4009" "orth028" 17 1.14
"4010" "orth028" 18 1.34
"4011" "orth028" 19 0.82
"4012" "orth028" 20 1.2
"4013" "orth029" 1 0.71
"4014" "orth029" 2 0.29
"4015" "orth029" 3 0.42
"4016" "orth029" 4 0.74
"4017" "orth029" 5 0.41
"4018" "orth030" 1 0.4
"4019" "orth030" 2 0.25
"4020" "orth030" 3 0.39
"4021" "orth031" 1 5.25
"4022" "orth031" 2 2.9
"4023" "orth031" 3 2.6
"4024" "orth031" 4 1.56
"4025" "orth031" 5 1.78
"4026" "orth031" 6 2.2
"4027" "orth031" 7 1.45
"4028" "orth031" 8 1.44
"4029" "orth031" 9 2.2
"4030" "orth031" 10 1.94
"4031" "orth031" 11 2.15
"4032" "orth031" 12 2.25
"4033" "orth031" 13 1.88
"4034" "orth031" 14 3.45
"4035" "orth031" 15 1.5
"4036" "orth031" 16 1.3
"4037" "orth031" 17 2.7
"4038" "orth031" 18 1.44
"4039" "orth031" 19 2.16
"4040" "orth031" 20 3
"4041" "orth032" 1 5.3
"4042" "orth032" 2 5.7
"4043" "orth032" 3 4.6
"4044" "orth032" 4 4.3
"4045" "orth033" 1 0.66
"4046" "orth033" 2 1.14
"4047" "orth033" 3 0.78
"4048" "orth033" 4 0.77
"4049" "orth033" 5 0.68
"4050" "orth033" 6 1.22
"4051" "orth033" 7 0.75
"4052" "orth033" 8 0.83
"4053" "orth033" 9 0.85
"4054" "orth033" 10 0.63
"4055" "orth033" 11 0.84
"4056" "orth033" 12 0.68
"4057" "orth033" 13 0.71
"4058" "orth033" 14 0.86
"4059" "orth033" 15 0.99
"4060" "orth033" 16 0.7
"4061" "orth033" 17 0.73
"4062" "orth033" 18 0.81
"4063" "orth033" 19 0.6
"4064" "orth034" 1 1.42
"4065" "orth034" 2 1.76
"4066" "orth034" 3 2.5
"4067" "orth035" 1 1.14
"4068" "orth035" 2 1.94
"4069" "orth035" 3 1.04
"4070" "orth035" 4 1.48
"4071" "orth036" 1 1.64
"4072" "orth037" 1 1.18
"4073" "orth037" 2 0.77
"4074" "orth037" 3 0.68
"4075" "orth037" 4 0.8
"4076" "orth037" 5 1.38
"4077" "orth037" 6 0.99
"4078" "orth037" 7 0.79
"4079" "orth039" 1 1.54
"4080" "orth039" 2 1.4
"4081" "orth040" 1 6.3
"4082" "orth040" 2 5.4
"4083" "orth040" 3 6
"4084" "orth040" 4 6
"4085" "orth040" 5 4.9
"4086" "orth040" 6 6.2
"4087" "orth040" 7 5.3
"4088" "orth041" 8 0.56
"4089" "orth041" 1 0.58
"4090" "orth041" 2 0.61
"4091" "orth042" 1 4.2
"4092" "orth042" 2 2.5
"4093" "orth042" 3 3.3
"4094" "orth042" 4 3.5
"4095" "orth042" 5 1.7
"4096" "orth042" 6 2.5
"4097" "orth042" 7 1.78
"4098" "orth042" 8 1.68
"4099" "orth042" 9 4
"4100" "orth042" 10 3.4
"4101" "orth042" 11 3.5
"4102" "orth042" 12 3.9
"4103" "orth042" 13 3.3
"4104" "orth042" 14 2.85
"4105" "orth042" 14 2.9
"4106" "orth042" 15 3.8
"4107" "orth042" 16 3.5
"4108" "orth042" 17 3.8
"4109" "orth042" 18 3
"4110" "orth043" 1 0.63
"4111" "orth043" 2 0.63
"4112" "orth043" 3 0.59
"4113" "orth043" 4 0.61
"4114" "orth043" 5 0.71
"4115" "orth043" 6 0.62
"4116" "orth043" 7 0.62
"4117" "orth043" 8 0.58
"4118" "orth043" 9 0.68
"4119" "orth044" 1 1.6
"4120" "orth044" 2 1.62
"4121" "orth044" 3 1.58
"4122" "orth044" 4 1.06
"4123" "orth044" 5 1.54
"4124" "orth044" 6 0.92
"4125" "orth044" 7 0.89
"4126" "orth044" 8 0.86
"4127" "orth044" 9 1.2
"4128" "orth044" 10 1.34
"4129" "orth044" 11 1.76
"4130" "orth044" 12 1.12
"4131" "orth044" 13 0.9
"4132" "orth044" 14 0.73
"4133" "orth044" 15 0.94
"4134" "orth044" 16 1.02
"4135" "orth044" 17 1.32
"4136" "orth044" 18 0.85
"4137" "orth044" 19 1.56
"4138" "orth044" 20 1.46
"4139" "orth045" 1 0.405
"4140" "orth045" 2 0.35
"4141" "orth045" 3 0.38
"4142" "orth045" 4 0.41
"4143" "orth045" 5 0.43
"4144" "orth045" 6 0.4
"4145" "orth045" 7 0.38
"4146" "orth045" 8 0.41
"4147" "orth046" 1 1.04
"4148" "orth046" 2 1
"4149" "orth046" 3 0.57
"4150" "orth046" 4 0.86
"4151" "orth046" 5 0.87
"4152" "orth047" 1 1.38
"4153" "orth048" 1 0.48
"4154" "orth048" 1 5.1
"4155" "orth048" 2 3.9
"4156" "orth049" 1 0.59
"4157" "orth049" 2 0.56
"4158" "orth049" 3 0.47
"4159" "orth049" 4 0.69
"4160" "orth049" 5 0.52
"4161" "orth049" 6 0.55
"4162" "orth049" 7 0.58
"4163" "orth049" 8 0.54
"4164" "orth049" 9 1.12
"4165" "orth050" 1 0.42
"4166" "orth050" 2 0.41
"4167" "orth050" 3 0.5
"4168" "orth050" 4 0.6
"4169" "orth050" 5 0.57
"4170" "orth050" 6 0.63
"4171" "orth050" 7 0.58
"4172" "orth051" 1 1.78
"4173" "orth051" 2 3.1
"4174" "orth051" 3 3.3
"4175" "orth051" 4 3.35
"4176" "orth051" 5 2.8
"4177" "orth051" 6 1.34
"4178" "orth052" 1 2.4
"4179" "orth052" 2 2.2
"4180" "orth052" 3 2
"4181" "orth052" 4 1.32
"4182" "orth052" 5 1.4
"4183" "orth052" 6 1.4
"4184" "orth052" 7 1.94
"4185" "orth052" 8 1.08
"4186" "orth054" 1 1.94
"4187" "orth054" 2 1.54
"4188" "orth054" 3 2.6
"4189" "orth054" 4 1.2
"4190" "orth054" 5 1.48
"4191" "orth054" 6 1.74
"4192" "orth054" 7 1.78
"4193" "orth054" 8 1.68
"4194" "orth054" 9 1.5
"4195" "orth054" 10 0.76
"4196" "orth054" 11 1.46
"4197" "orth054" 12 1.92
"4198" "orth054" 13 1.44
"4199" "orth054" 14 1.78
"4200" "orth054" 15 2.55
"4201" "orth054" 16 1.54
"4202" "orth054" 17 1.78
"4203" "orth054" 18 1.8
"4204" "orth054" 19 1.66
"4205" "orth054" 20 2.3
"4206" "orth055" 1 1.99
"4207" "orth055" 2 1.57
"4208" "orth055" 3 1.88
"4209" "orth055" 4 1.66
"4210" "orth055" 5 1.68
"4211" "orth055" 6 1.7
"4212" "orth056" 1 0.79
"4213" "orth056" 2 1.13
"4214" "orth057" 1 1.28
"4215" "orth057" 2 1.56
"4216" "orth057" 3 1.5
"4217" "orth058" 1 0.6
"4218" "orth058" 2 0.94
"4219" "orth058" 3 0.73
"4220" "orth058" 4 0.67
"4221" "orth058" 5 0.66
"4222" "orth058" 6 0.47
"4223" "orth058" 7 0.63
"4224" "orth059" 1 3.5
"4225" "orth059" 2 3.9
"4226" "orth060" 1 3
"4227" "orth060" 2 4.1
"4228" "orth061" 1 1.86
"4229" "orth062" 1 1.19
"4230" "orth063" 1 1.86
"4231" "orth064" 1 3.5
"4232" "orth064" 2 3.9
"4233" "orth064" 3 3.05
"4234" "orth065" 1 2.6
"4235" "orth065" 2 2.7
"4236" "orth065" 3 2.9
"4237" "orth065" 4 2.4
"4238" "orth066" 1 2.2
"4239" "orth066" 2 1.8
"4240" "orth066" 3 1.68
"4241" "orth066" 4 2.25
"4242" "orth066" 5 3.5
"4243" "orth066" 6 1.8
"4244" "orth066" 7 2.83
"4245" "orth066" 8 1.96
"4246" "orth067" 1 1.4
"4247" "orth067" 2 1.7
"4248" "orth068" 1 2.4
"4249" "orth068" 2 1.7
"4250" "orth068" 3 1.86
"4251" "orth069" 1 2.85
"4252" "orth070" 1 1.02
"4253" "orth070" 2 0.82
"4254" "orth070" 3 0.7
"4255" "orth071" 1 1.74
"4256" "orth071" 2 2.5
"4257" "orth071" 3 2.22
"4258" "orth071" 4 1.4
"4259" "orth071" 5 1.63
"4260" "orth071" 6 2.6
"4261" "orth071" 7 2.2
"4262" "orth071" 8 2.2
"4263" "orth071" 9 1.96
"4264" "orth071" 10 1.84
"4265" "orth072" 1 1.01
"4266" "orth072" 2 3.1
"4267" "orth073" 1 3.7
"4268" "orth073" 2 3.5
"4269" "orth073" 3 3.7
"4270" "orth073" 4 4.8
"4271" "orth074" 1 2.3
"4272" "orth074" 2 2.1
"4273" "orth074" 3 2.95
"4274" "orth074" 4 1.75
"4275" "orth074" 5 3
"4276" "orth074" 6 1.7
"4277" "orth074" 7 1.56
"4278" "orth074" 8 2
"4279" "orth074" 9 1.72
"4280" "orth074" 10 1.92
"4281" "orth074" 11 1.28
"4282" "orth074" 12 2.1
"4283" "orth075" 1 1.26
"4284" "orth075" 2 1.28
"4285" "orth076" 1 1.08
"4286" "orth076" 2 0.75
"4287" "orth076" 3 0.77
"4288" "orth076" 4 0.56
"4289" "orth077" 1 0.81
"4290" "orth078" 1 1.44
"4291" "orth079" 1 1.4
"4292" "orth079" 2 1.68
"4293" "orth079" 3 1.62
"4294" "orth079" 4 1.28
"4295" "orth079" 5 2
"4296" "orth079" 6 1.76
"4297" "orth079" 7 3.05
"4298" "orth080" 1 4.75
"4299" "orth080" 2 4.4
"4300" "orth080" 3 5.4
"4301" "orth081" 1 1.14
"4302" "orth082" 1 1.08
"4303" "orth082" 2 0.81
"4304" "orth082" 3 0.6
"4305" "orth082" 4 0.87
"4306" "orth083" 1 0.75
"4307" "orth083" 2 0.83
"4308" "orth083" 3 0.7
"4309" "orth084" 1 2.83
"4310" "orth085" 1 0.54
"4311" "orth086" 1 1.24
"4312" "orth086" 2 1.36
"4313" "orth087" 1 0.44
"4314" "orth087" 2 0.83
"4315" "orth088" 1 0.52
"4316" "orth088" 2 0.5
"4317" "orth089" 1 3.8
"4318" "orth089" 2 3.3
"4319" "orth090" 1 1.22
"4320" "orth090" 2 1.48
"4321" "orth091" 1 3.6
"4322" "orth092" 1 2.8
"4323" "orth093" 1 1.6
"4324" "orth094" 1 1.32
"4325" "orth095" 1 1.02
